reg_id,uri,type,"name (en)","label (en)","lexicalAlias (en)","description (en)","note (en)",domain,range,hasUnconstrained,parent_property,inverseOf,status
uri,reg:uri,rdf:type,reg:name,rdfs:label,reg:lexicalAlias,skos:definition,skos:scopeNote,rdfs:domain,rdfs:range,reg:hasUnconstrained,rdfs:subPropertyOf,owl:inverseOf,reg:status
lang,en,,en,en,en,en,en,,,,,,
type,uri,property,,,,,,property,property,property,property,property,property
meta,token,rdaa,,,,,,,,,,,
meta,label,"RDA Agent properties",,,,,,,,,,,
meta,schema_id,81,,,,,,,,,,,
meta,uri,http://rdaregistry.info/Elements/a/,,,,,,,,,,,
meta,note,"Properties derived from RDA elements and relationship designators with the domain of RDA Agent.",,,,,,,,,,,
meta,tags,,,,,,,,,,,,
meta,base_domain,http://rdaregistry.info/Elements/a/,,,,,,,,,,,
meta,type,schema,,,,,,,,,,,
meta,agent_id,177,,,,,,,,,,,
prefix,rdac,http://rdaregistry.info/Elements/c/,,,,,,,,,,,
prefix,rdaa,http://rdaregistry.info/Elements/a/,,,,,,,,,,,
prefix,rdau,http://rdaregistry.info/Elements/u/,,,,,,,,,,,
prefix,rdaw,http://rdaregistry.info/Elements/w/,,,,,,,,,,,
prefix,rdai,http://rdaregistry.info/Elements/i/,,,,,,,,,,,
prefix,rdae,http://rdaregistry.info/Elements/e/,,,,,,,,,,,
prefix,rdam,http://rdaregistry.info/Elements/m/,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,
prefix,rdaz,http://rdaregistry.info/Elements/z/,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,
prefix,mrc,http://id.loc.gov/vocabulary/relators/,,,,,,,,,,,
prefix,rdakit,http://rdaregistry.info/Elements/toolkit/,,,,,,,,,,,
prefix,regstat,http://metadataregistry.org/uri/RegStatus/,,,,,,,,,,,
,rdaa:P50001,property,respondentOf,"is respondent of",rdaa:respondentOf,"Relates a candidate for a degree who defends or opposes a thesis provided by the praeses in an academic disputation to the work.",,rdac:C10004,rdac:C10001,rdau:P60001,rdaa:P50204,rdaw:P10001,1
,rdaa:P50002,property,appelleeCorporateBodyOf,"is appellee corporate body of",rdaa:appelleeCorporateBodyOf,"Relates a corporate body against whom an appeal is taken on the decision of a lower court recorded in a legal work of a higher court to the work.",,rdac:C10005,rdac:C10001,rdau:P60601,rdaa:P50087,rdaw:P10005,1
,rdaa:P50003,property,degreeGrantingInstitutionOf,"is degree granting institution of",rdaa:degreeGrantingInstitutionOf,"Relates a corporate body granting an academic degree to the work.",,rdac:C10005,rdac:C10001,rdau:P60002,rdaa:P50131,rdaw:P10006,1
,rdaa:P50004,property,hostInstitutionOf,"is host institution of",rdaa:hostInstitutionOf,"Relates a corporate body hosting the event, exhibit, conference, etc to the work.",,rdac:C10005,rdac:C10001,rdau:P60003,rdaa:P50131,rdaw:P10007,1
,rdaa:P50005,property,productionCompanyOf,"is production company of",rdaa:productionCompanyOf,"Relates a corporate body that is responsible for financial, technical, and organizational management of a production for stage, screen, sound recording, television, webcast, etc to the work.",,rdac:C10005,rdac:C10001,rdau:P60004,rdaa:P50131,rdaw:P10008,1
,rdaa:P50006,property,identifierForTheCorporateBody,"has identifier for the corporate body",rdaa:identifierForTheCorporateBody,"Relates a corporate body to a character string uniquely associated with a corporate body, or with a surrogate for a corporate body (e.g., an authority record).","The identifier serves to differentiate that corporate body from other corporate bodies.",rdac:C10005,,rdau:P60053,,,1
,rdaa:P50007,property,foundingCorporateBody,"has founding corporate body",rdaa:foundingCorporateBody,"Relates a corporate body to a corporate body that founded the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60694,,rdaa:P50017,1
,rdaa:P50008,property,hierarchicalSuperior,"has hierarchical superior",rdaa:hierarchicalSuperior,"Relates a corporate body to a corporate body that is hierarchically superior to the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60680,,rdaa:P50010,1
,rdaa:P50009,property,sponsoredCorporateBodyOfCorporateBody,"has sponsored corporate body of corporate body",rdaa:sponsoredCorporateBodyOfCorporateBody,"Relates a corporate body to a corporate body that is sponsored by the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60688,,rdaa:P50015,1
,rdaa:P50010,property,hierarchicalSubordinate,"has hierarchical subordinate",rdaa:hierarchicalSubordinate,"Relates a corporate body to a corporate body that is subordinate to the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60681,,rdaa:P50008,1
,rdaa:P50011,property,mergee,"has mergee",rdaa:mergee,"Relates a corporate body to a corporate body that merged with the other corporate body to form a third.",,rdac:C10005,rdac:C10005,rdau:P60682,,rdaa:P50011,1
,rdaa:P50012,property,predecessor,"has predecessor",rdaa:predecessor,"Relates a corporate body to a corporate body that precedes the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60683,,rdaa:P50016,1
,rdaa:P50013,property,productOfAMerger,"has product of merger",rdaa:productOfAMerger,"Relates a corporate body to a corporate body that resulted from a merger of two or more other corporate bodies.",,rdac:C10005,rdac:C10005,rdau:P60684,,rdaa:P50232,1
,rdaa:P50014,property,productOfASplit,"has product of split",rdaa:productOfASplit,"Relates a corporate body to a corporate body that resulted from a split or division of the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60685,,rdaa:P50229,1
,rdaa:P50015,property,sponsoringCorporateBody,"has sponsoring corporate body",rdaa:sponsoringCorporateBody,"Relates a corporate body to a corporate body that sponsors the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60676,,rdaa:P50009,1
,rdaa:P50016,property,successor,"has successor",rdaa:successor,"Relates a corporate body to a corporate body that succeeds or follows the other corporate body.",,rdac:C10005,rdac:C10005,rdau:P60686,,rdaa:P50012,1
,rdaa:P50017,property,foundedCorporateBodyOfCorporateBody,"has founded corporate body of corporate body",rdaa:foundedCorporateBodyOfCorporateBody,"Relates a corporate body to a corporate body that the other corporate body founded.",,rdac:C10005,rdac:C10005,rdau:P60687,,rdaa:P50007,1
,rdaa:P50018,property,,,,,,,,,,,8
,rdaa:P50019,property,numberOfAConferenceEtc,"has number of a conference, etc.",rdaa:numberOfAConferenceEtc,"Relates a corporate body to a designation of the sequencing of a conference, etc., within a series of conferences, etc.",,rdac:C10005,,rdau:P60079,,,1
,rdaa:P50020,property,foundingFamily,"has founding family",rdaa:foundingFamily,"Relates a corporate body to a family that founded the corporate body.",,rdac:C10005,rdac:C10008,rdau:P60694,,rdaa:P50062,1
,rdaa:P50021,property,sponsoringFamily,"has sponsoring family",rdaa:sponsoringFamily,"Relates a corporate body to a family that sponsors the corporate body.",,rdac:C10005,rdac:C10008,rdau:P60676,,rdaa:P50063,1
,rdaa:P50022,property,fieldOfActivityOfTheCorporateBody,"has field of activity of the corporate body",rdaa:fieldOfActivityOfTheCorporateBody,"Relates a corporate body to a field of business in which a corporate body is engaged and/or the body’s area of competence, responsibility, jurisdiction, etc.",,rdac:C10005,,rdau:P60089,,,1
,rdaa:P50023,property,languageOfTheCorporateBody,"has language of the corporate body",rdaa:languageOfTheCorporateBody,"Relates a corporate body to a language a corporate body uses in its communications.",,rdac:C10005,,rdau:P60098,,,1
,rdaa:P50024,property,locationOfConferenceEtc,"has location of conference, etc.",rdaa:locationOfConferenceEtc,"Relates a corporate body to a local place in which a conference, congress, meeting, exhibition, fair, festival, etc., was held.",,rdac:C10005,,rdau:P60107,rdaa:P50031,,1
,rdaa:P50025,property,variantNameForTheCorporateBody,"has variant name for the corporate body",rdaa:variantNameForTheCorporateBody,"Relates a corporate body to a name or form of name by which a corporate body is known that differs from the name or form of name chosen as the preferred name.",,rdac:C10005,,rdau:P60119,rdaa:P50032,,1
,rdaa:P50026,property,employee,"has employee",rdaa:employee,"Relates a corporate body to a person employed by the corporate body.",,rdac:C10005,rdac:C10004,rdau:P60629,,rdaa:P50096,1
,rdaa:P50027,property,incumbent,"has incumbent",rdaa:incumbent,"Relates a corporate body to a person holding an office in the corporate body.",,rdac:C10005,rdac:C10004,rdau:P60633,,rdaa:P50234,1
,rdaa:P50028,property,sponsor,"has sponsor",rdaa:sponsor,"Relates a corporate body to a person sponsoring the corporate body.",,rdac:C10005,rdac:C10004,rdau:P60676,,,1
,rdaa:P50029,property,founder,"has founder",rdaa:founder,"Relates a corporate body to a person who founded the corporate body.",,rdac:C10005,rdac:C10004,rdau:P60694,,rdaa:P50112,1
,rdaa:P50030,property,groupMember,"has group member",rdaa:groupMember,"Relates a corporate body to a person who is a member of the performing group, expedition, etc.",,rdac:C10005,rdac:C10004,rdau:P60697,,rdaa:P50095,1
,rdaa:P50031,property,placeAssociatedWithTheCorporateBody,"has place associated with the corporate body",rdaa:placeAssociatedWithTheCorporateBody,"Relates a corporate body to a significant location associated with a corporate body.",,rdac:C10005,,rdau:P60325,,,1
,rdaa:P50032,property,nameOfTheCorporateBody,"has name of the corporate body",rdaa:nameOfTheCorporateBody,"Relates a corporate body to a word, character, or group of words and/or characters by which a corporate body is known.",,rdac:C10005,,rdau:P60368,,,1
,rdaa:P50033,property,otherDesignationAssociatedWithTheCorporateBody,"has other designation associated with the corporate body",rdaa:otherDesignationAssociatedWithTheCorporateBody,"Relates a corporate body to a word, phrase, or abbreviation indicating incorporation or legal status of a corporate body, or any term serving to differentiate the body from other corporate bodies, persons, etc.",,rdac:C10005,,rdau:P60370,,,1
,rdaa:P50034,property,associatedInstitution,"has associated institution",rdaa:associatedInstitution,"Relates a corporate body to an institution commonly associated with a corporate body.",,rdac:C10005,,rdau:P60482,,,1
,rdaa:P50035,property,corporateHistory,"has corporate history",rdaa:corporateHistory,"Relates a corporate body to historical information about the corporate body.",,rdac:C10005,,rdau:P60484,,,1
,rdaa:P50036,property,addressOfTheCorporateBody,"has address of the corporate body",rdaa:addressOfTheCorporateBody,"Relates a corporate body to the address of a corporate body’s headquarters or offices, or an e-mail or internet address for the body.",,rdac:C10005,,rdau:P60512,,,1
,rdaa:P50037,property,dateOfEstablishment,"has date of establishment",rdaa:dateOfEstablishment,"Relates a corporate body to the date on which a corporate body was established or founded.",,rdac:C10005,,rdau:P60524,rdaa:P50040,,1
,rdaa:P50038,property,dateOfTermination,"has date of termination",rdaa:dateOfTermination,"Relates a corporate body to the date on which a corporate body was terminated or dissolved.",,rdac:C10005,,rdau:P60525,rdaa:P50040,,1
,rdaa:P50039,property,dateOfConferenceEtc,"has date of conference, etc.",rdaa:dateOfConferenceEtc,"Relates a corporate body to the date or range of dates on which a conference, congress, meeting, exhibition, fair, festival, etc., was held.",,rdac:C10005,,rdau:P60526,rdaa:P50040,,1
,rdaa:P50040,property,dateAssociatedWithTheCorporateBody,"has date associated with the corporate body",rdaa:dateAssociatedWithTheCorporateBody,"Relates a corporate body to a significant date associated with the history of a corporate body, including date of conference, date of establishment, date of termination, and period of activity.",,rdac:C10005,,rdau:P60324,,,1
,rdaa:P50041,property,preferredNameForTheCorporateBody,"has preferred name for the corporate body",rdaa:preferredNameForTheCorporateBody,"Relates a corporate body to the name or form of name chosen to identify the corporate body.",,rdac:C10005,,rdau:P60549,rdaa:P50032,,1
,rdaa:P50042,property,appellantCorporateBodyOf,"is appellant corporate body of",rdaa:appellantCorporateBodyOf,"Relates a corporate body who appeals the decision of a lower court recorded in a legal work of a higher court  to the work.",,rdac:C10005,rdac:C10001,rdau:P60691,rdaa:P50088,rdaw:P10009,1
,rdaa:P50043,property,plaintiffCorporateBodyOf,"is plaintiff corporate body of",rdaa:plaintiffCorporateBodyOf,"Relates a corporate body who brings a suit in a civil proceeding to the work.",,rdac:C10005,rdac:C10001,rdau:P60693,rdaa:P50089,rdaw:P10010,1
,rdaa:P50044,property,courtGovernedOf,"is court governed of",rdaa:courtGovernedOf,"Relates a court governed by court rules, regardless of their official nature (e.g., laws, administrative regulations) to the work.",,rdac:C10005,rdac:C10001,rdau:P60005,rdaa:P50131,rdaw:P10011,1
,rdaa:P50045,property,collectorOf,"is collector of",rdaa:collectorOf,"Relates a curator who brings together items from various sources that are then arranged, described, and cataloged as a collection to the item.",,rdac:C10002,rdac:C10003,rdau:P60006,rdaa:P50133,rdai:P40004,1
,rdaa:P50046,property,collectionRegistrarOf,"is collection registrar of",rdaa:collectionRegistrarOf,"Relates a curator who lists or inventories the items in an aggregate work such as a collection of items or works to the item.",,rdac:C10002,rdac:C10003,rdau:P60007,rdaa:P50133,rdai:P40005,1
,rdaa:P50047,property,depositorOf,"is depositor of",rdaa:depositorOf,"Relates a current owner of an item who deposited the item into the custody of another person, family, or corporate body, while still retaining ownership to the item.",,rdac:C10002,rdac:C10003,rdau:P60008,rdaa:P50162,rdai:P40006,1
,rdaa:P50048,property,filmDirectorOf,"is film director of",rdaa:filmDirectorOf,"Relates a director responsible for the general management and supervision of a filmed performance to the work.",,rdac:C10002,rdac:C10001,rdau:P60009,rdaa:P50205,rdaw:P10013,1
,rdaa:P50049,property,radioDirectorOf,"is radio director of",rdaa:radioDirectorOf,"Relates a director responsible for the general management and supervision of a radio program to the work.",,rdac:C10002,rdac:C10001,rdau:P60010,rdaa:P50205,rdaw:P10014,1
,rdaa:P50050,property,televisionDirectorOf,"is television director of",rdaa:televisionDirectorOf,"Relates a director responsible for the general management and supervision of a television program to the work.",,rdac:C10002,rdac:C10001,rdau:P60011,rdaa:P50205,rdaw:P10015,1
,rdaa:P50051,property,typeOfFamily,"has type of family",rdaa:typeOfFamily,"Relates a family to a categorization or generic descriptor for the type of family.",,rdac:C10008,,rdau:P60047,,,1
,rdaa:P50052,property,identifierForTheFamily,"has identifier for the family",rdaa:identifierForTheFamily,"Relates a family to a character string uniquely associated with a family, or with a surrogate for a family (e.g., an authority record).","The identifier serves to differentiate that family from other families.",rdac:C10008,,rdau:P60053,,,1
,rdaa:P50053,property,descendantFamily,"has descendant family",rdaa:descendantFamily,"Relates a family to a family descended from the other family.",,rdac:C10008,rdac:C10008,rdau:P60686,,,1
,rdaa:P50054,property,variantNameForTheFamily,"has variant name for the family",rdaa:variantNameForTheFamily,"Relates a family to a name or form of name by which a family is known that differs from the name or form of name chosen as the preferred name.",,rdac:C10008,,rdau:P60119,rdaa:P50061,,1
,rdaa:P50055,property,progenitor,"has progenitor",rdaa:progenitor,"Relates a family to a person from whom the family is descended.",,rdac:C10008,rdac:C10004,rdau:P60683,rdaa:P50056,rdaa:P50099,1
,rdaa:P50056,property,familyMember,"has family member",rdaa:familyMember,"Relates a family to a person who is a member of the family.",,rdac:C10008,rdac:C10004,rdau:P60648,,rdaa:P50233,1
,rdaa:P50057,property,placeAssociatedWithTheFamily,"has place associated with the family",rdaa:placeAssociatedWithTheFamily,"Relates a family to a place where a family resides or has resided or has some connection.",,rdac:C10008,,rdau:P60325,,,1
,rdaa:P50058,property,dateAssociatedWithTheFamily,"has date associated with the family",rdaa:dateAssociatedWithTheFamily,"Relates a family to a significant date associated with a family.",,rdac:C10008,,rdau:P60324,,,1
,rdaa:P50059,property,hereditaryTitle,"has hereditary title",rdaa:hereditaryTitle,"Relates a family to a title of nobility, etc., associated with a family.",,rdac:C10008,,rdau:P60356,,,1
,rdaa:P50060,property,prominentMemberOfTheFamily,"has prominent member of the family",rdaa:prominentMemberOfTheFamily,"Relates a family to a well-known individual who is a member of a family.",,rdac:C10008,,rdau:P60362,,,1
,rdaa:P50061,property,nameOfTheFamily,"has name of the family",rdaa:nameOfTheFamily,"Relates a family to a word, character, or group of words and/or characters by which a family is known.",,rdac:C10008,,rdau:P60368,,,1
,rdaa:P50062,property,foundedCorporateBodyOfFamily,"has founded corporate body of family",rdaa:foundedCorporateBodyOfFamily,"Relates a family to an organization that the family founded.",,rdac:C10008,rdac:C10005,rdau:P60687,,rdaa:P50020,1
,rdaa:P50063,property,sponsoredCorporateBodyOfFamily,"has sponsored corporate body of family",rdaa:sponsoredCorporateBodyOfFamily,"Relates a family to an organization that the family sponsors.",,rdac:C10008,rdac:C10005,rdau:P60688,,rdaa:P50021,1
,rdaa:P50064,property,familyHistory,"has family history",rdaa:familyHistory,"Relates a family to biographical information about the family and/or its members.",,rdac:C10008,,rdau:P60484,,,1
,rdaa:P50065,property,preferredNameForTheFamily,"has preferred name for the family",rdaa:preferredNameForTheFamily,"Relates a family to the name or form of name chosen to identify the family.",,rdac:C10008,,rdau:P60549,rdaa:P50061,,1
,rdaa:P50066,property,donorOf,"is donor of",rdaa:donorOf,"Relates a former owner of an item who donated that item to another owner to the item.",,rdac:C10002,rdac:C10003,rdau:P60012,rdaa:P50163,rdai:P40007,1
,rdaa:P50067,property,sellerOf,"is seller of",rdaa:sellerOf,"Relates a former owner of an item who sold that item to another owner to the item.",,rdac:C10002,rdac:C10003,rdau:P60013,rdaa:P50163,rdai:P40008,1
,rdaa:P50068,property,enactingJurisdictionOf,"is enacting jurisdiction of",rdaa:enactingJurisdictionOf,"Relates a jurisdiction enacting a law, regulation, constitution, court rule, etc. to the work.",,rdac:C10005,rdac:C10001,rdau:P60014,rdaa:P50204,rdaw:P10017,1
,rdaa:P50069,property,jurisdictionGovernedOf,"is jurisdiction governed of",rdaa:jurisdictionGovernedOf,"Relates a jurisdiction governed by a law, regulation, etc., that was enacted by another jurisdiction to the work.",,rdac:C10005,rdac:C10001,rdau:P60015,rdaa:P50131,rdaw:P10018,1
,rdaa:P50070,property,conductorOf,"is conductor of",rdaa:conductorOf,"Relates a performer contributing to an expression of a musical work by leading a performing group (orchestra, chorus, opera, etc.) in a musical or dramatic presentation, etc. to the expression.",,rdac:C10002,rdac:C10006,rdau:P60016,rdaa:P50147,rdae:P20011,1
,rdaa:P50071,property,actorOf,"is actor of",rdaa:actorOf,"Relates a performer contributing to an expression of a work by acting as a cast member or player in a musical or dramatic presentation, etc to the expression.",,rdac:C10002,rdac:C10006,rdau:P60017,rdaa:P50147,rdae:P20012,1
,rdaa:P50072,property,onScreenPresenterOf,"is on-screen presenter of",rdaa:onScreenPresenterOf,"Relates a performer contributing to an expression of a work by appearing on screen to provide contextual or background information to the expression.","An on-screen presenter may appear in nonfiction moving image materials or in introductions to fiction moving image materials.",rdac:C10002,rdac:C10006,rdau:P60018,rdaa:P50147,rdae:P20013,1
,rdaa:P50073,property,dancerOf,"is dancer of",rdaa:dancerOf,"Relates a performer contributing to an expression of a work by dancing in a musical, dramatic, etc., presentation to the expression.",,rdac:C10002,rdac:C10006,rdau:P60019,rdaa:P50147,rdae:P20014,1
,rdaa:P50074,property,teacherOf,"is teacher of",rdaa:teacherOf,"Relates a performer contributing to an expression of a work by giving instruction or providing a demonstration to the expression.",,rdac:C10002,rdac:C10006,rdau:P60020,rdaa:P50147,rdae:P20015,1
,rdaa:P50075,property,hostOf,"is host of",rdaa:hostOf,"Relates a performer contributing to an expression of a work by leading a program (often broadcast) that includes other guests, performers, etc. (e.g., talk show host) to the expression.",,rdac:C10002,rdac:C10006,rdau:P60021,rdaa:P50147,rdae:P20016,1
,rdaa:P50076,property,moderatorOf,"is moderator of",rdaa:moderatorOf,"Relates a performer contributing to an expression of a work by leading a program (often broadcast) where topics are discussed, usually with participation of experts in fields related to the discussion to the expression.",,rdac:C10002,rdac:C10006,rdau:P60022,rdaa:P50147,rdae:P20017,1
,rdaa:P50077,property,puppeteerOf,"is puppeteer of",rdaa:puppeteerOf,"Relates a performer contributing to an expression of a work by manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment to the expression.",,rdac:C10002,rdac:C10006,rdau:P60023,rdaa:P50147,rdae:P20018,1
,rdaa:P50078,property,panelistOf,"is panelist of",rdaa:panelistOf,"Relates a performer contributing to an expression of a work by participating in a program (often broadcast) where topics are discussed, usually with participation of experts in fields related to the discussion to the expression.",,rdac:C10002,rdac:C10006,rdau:P60024,rdaa:P50147,rdae:P20019,1
,rdaa:P50079,property,instrumentalistOf,"is instrumentalist of",rdaa:instrumentalistOf,"Relates a performer contributing to an expression of a work by playing a musical instrument to the expression.",,rdac:C10002,rdac:C10006,rdau:P60025,rdaa:P50147,rdae:P20020,1
,rdaa:P50080,property,commentatorOf,"is commentator of",rdaa:commentatorOf,"Relates a performer contributing to an expression of a work by providing interpretation, analysis, or a discussion of the subject matter on a recording, film, or other audiovisual medium to the expression.",,rdac:C10002,rdac:C10006,rdau:P60026,rdaa:P50147,rdae:P20021,1
,rdaa:P50081,property,narratorOf,"is narrator of",rdaa:narratorOf,"Relates a performer contributing to an expression of a work by reading aloud or giving an account of an act, occurrence, course of events, etc to the expression.",,rdac:C10002,rdac:C10006,rdau:P60028,rdaa:P50147,rdae:P20022,1
,rdaa:P50082,property,storytellerOf,"is storyteller of",rdaa:storytellerOf,"Relates a performer contributing to an expression of a work by relaying a creator’s original story with dramatic or theatrical interpretation to the expression.",,rdac:C10002,rdac:C10006,rdau:P60029,rdaa:P50147,rdae:P20023,1
,rdaa:P50083,property,speakerOf,"is speaker of",rdaa:speakerOf,"Relates a performer contributing to an expression of a work by speaking words, such as a lecture, speech, etc to the expression.",,rdac:C10002,rdac:C10006,rdau:P60030,rdaa:P50147,rdae:P20024,1
,rdaa:P50084,property,singerOf,"is singer of",rdaa:singerOf,"Relates a performer contributing to an expression of a work by using his/her/their voice, with or without instrumental accompaniment, to produce music to the expression.","A singer’s performance may or may not include actual words.",rdac:C10002,rdac:C10006,rdau:P60031,rdaa:P50147,rdae:P20025,1
,rdaa:P50085,property,appelleePersonOf,"is appellee person of",rdaa:appelleePersonOf,"Relates a person against whom an appeal is taken on the decision of a lower court recorded in a legal work of a higher court to the work.",,rdac:C10004,rdac:C10001,rdau:P60601,rdaa:P50087,rdaw:P10035,1
,rdaa:P50086,property,mediumOf,"is medium of",rdaa:mediumOf,"Relates a person held to be a channel of communication between the earthly world and a world of spirits to the work.",,rdac:C10004,rdac:C10001,rdau:P60032,rdaa:P50131,rdaw:P10036,1
,rdaa:P50087,property,appelleeOf,"is appellee of",rdaa:appelleeOf,"Relates a person or corporate body against whom an appeal is taken on the decision of a lower court recorded in a legal work of a higher court to the work.",,,rdac:C10001,rdau:P60601,rdaa:P50131,rdaw:P10037,1
,rdaa:P50088,property,appellantOf,"is appellant of",rdaa:appellantOf,"Relates a person or corporate body who appeals the decision of a lower court recorded in a legal work of a higher court  to the work.",,,rdac:C10001,rdau:P60691,rdaa:P50131,rdaw:P10038,1
,rdaa:P50089,property,plaintiffOf,"is plaintiff of",rdaa:plaintiffOf,"Relates a person or corporate body who brings a suit in a civil proceeding to the work.",,,rdac:C10001,rdau:P60693,rdaa:P50131,rdaw:P10039,1
